ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$)
1319;29/04/2021;óleo;34.02;1.7
1320;29/04/2021;PP BRANCO;3.37;1.9
1321;29/04/2021;papelão;29.99;0.8
1322;29/04/2021;bateria;28.88;5.5
1323;29/04/2021;arquivo;20.39;0.7
1324;29/04/2021;bloco;25.91;7
1325;29/04/2021;vidro;11.31;1.1
1326;29/04/2021;ferro;5.68;1.3
1327;29/04/2021;bloco;32.47;7
1328;29/04/2021;vidro;1.33;1.1
1329;30/04/2021;latinha;11.77;7.5
1330;30/04/2021;PP CRISTAL;36.12;3.2
1331;30/04/2021;vidro;22.73;1.1
1332;30/04/2021;alto impacto;21.24;1.1
1333;30/04/2021;PET PEAD;5.33;2.5
1334;30/04/2021;óleo;46.18;1.7
1335;30/04/2021;PP CRISTAL;48.12;3.2
1336;30/04/2021;vidro;26.43;1.1
1337;30/04/2021;cobre;17.65;43.9
1338;30/04/2021;latinha;0.62;7.5
1339;30/04/2021;bateria;41.2;5.5
1340;30/04/2021;vidro;24.31;1.1
1341;30/04/2021;bloco;40.32;7
1342;30/04/2021;bateria;21.63;5.5
1343;30/04/2021;PET PEAD;30.24;2.5
1344;30/04/2021;alto impacto;49.8;1.1
1345;30/04/2021;bateria;43.78;5.5
1346;30/04/2021;vidro;13.65;1.1
1347;30/04/2021;PP BRANCO;34.54;1.9
1348;30/04/2021;PP CRISTAL;42.54;3.2
1349;03/05/2021;aluminio;46.92;6.6
1350;04/05/2021;PET PEAD;40.57;2.6
1351;04/05/2021;chumbo;28.61;9
1352;04/05/2021;PET PEAD;32.98;2.6
1353;04/05/2021;chumbo;31.55;9
1354;04/05/2021;latinha;4.63;7.1
1355;04/05/2021;vidro;1.39;1
1356;04/05/2021;PP PRETO;4.69;1.5
1357;04/05/2021;alto impacto;24.52;1
1358;04/05/2021;latinha;41.93;7.1
1359;04/05/2021;PP PRETO;37.36;1.5
1360;04/05/2021;PP CRISTAL;15.16;2.9
1361;04/05/2021;PET PEAD;23.58;2.6
1362;04/05/2021;bateria;34.99;5.9
1363;04/05/2021;vidro;10.32;1
1364;05/05/2021;placa eletronica;12.16;41.5
1365;05/05/2021;aluminio;26.8;6.6
1366;05/05/2021;bateria;45.4;5.9
1367;05/05/2021;bloco;0.24;7.4
1368;05/05/2021;arquivo;10.55;0.6
1369;05/05/2021;PP BRANCO;11.82;1.8
1370;05/05/2021;PET PEAD;32.98;2.6
1371;05/05/2021;chumbo;48.36;9
1372;05/05/2021;ferro;45.65;1.2
1373;05/05/2021;PP COLORIDO;7.26;1.5
1374;05/05/2021;latinha;22.29;7.1
1375;05/05/2021;bloco;12.88;7.4
1376;05/05/2021;chumbo;25.62;9
1377;05/05/2021;alto impacto;6.03;1
1378;05/05/2021;arquivo;45.23;0.6
1379;05/05/2021;PET PEAD;34.45;2.6
1380;05/05/2021;alto impacto;27.39;1
1381;05/05/2021;PP CRISTAL;42.75;2.9
1382;05/05/2021;PP CRISTAL;46.23;2.9
1383;05/05/2021;alto impacto;42.21;1
1384;05/05/2021;aluminio;30.18;6.6
1385;05/05/2021;bloco;2.19;7.4
1386;05/05/2021;papelão;42.43;0.7
1387;05/05/2021;ferro;29.37;1.2
1388;05/05/2021;placa eletronica;37.73;41.5
1389;05/05/2021;PP BRANCO;33.07;1.8
1390;05/05/2021;ferro;3.2;1.2
1391;05/05/2021;PP COLORIDO;19.6;1.5
1392;06/05/2021;papelão;19.12;0.7
1393;06/05/2021;óleo;16;1.6
1394;06/05/2021;PP PRETO;27.24;1.5
1395;06/05/2021;bateria;20.8;5.9
1396;06/05/2021;aluminio;11.12;6.6
1397;06/05/2021;ferro;49.94;1.2
1398;06/05/2021;óleo;16.8;1.6
1399;06/05/2021;PP PRETO;8.28;1.5
1400;06/05/2021;arquivo;15.84;0.6
1401;06/05/2021;PP COLORIDO;37.05;1.5
1402;06/05/2021;papelão;33.05;0.7
1403;06/05/2021;PP COLORIDO;10.51;1.5
1404;06/05/2021;bateria;1.69;5.9
1405;06/05/2021;PET PEAD;19.65;2.6
1406;06/05/2021;placa eletronica;49.85;41.5
1407;06/05/2021;óleo;19.08;1.6
1408;06/05/2021;placa eletronica;27.84;41.5
1409;06/05/2021;bateria;43.05;5.9
1410;06/05/2021;PP COLORIDO;23.64;1.5
1411;06/05/2021;alto impacto;39.32;1
1412;06/05/2021;arquivo;10.04;0.6
1413;06/05/2021;alto impacto;9.44;1
1414;06/05/2021;PP BRANCO;20.55;1.8
1415;06/05/2021;aluminio;44.99;6.6
1416;06/05/2021;placa eletronica;42.05;41.5
1417;06/05/2021;óleo;14.05;1.6
1418;07/05/2021;cobre;36.67;40.9
1419;07/05/2021;vidro;1.05;1
1420;07/05/2021;alto impacto;46.26;1
1421;07/05/2021;alto impacto;32.32;1
1422;07/05/2021;papelão;2.42;0.7
1423;07/05/2021;PET PEAD;44.46;2.6
1424;07/05/2021;aluminio;10.01;6.6
1425;07/05/2021;chumbo;35.77;9
1426;07/05/2021;cobre;15.56;40.9
1427;07/05/2021;vidro;37.97;1
1428;10/05/2021;alto impacto;32.22;1
1429;11/05/2021;latinha;0.87;7.1
1430;11/05/2021;aluminio;36.34;6.6
1431;11/05/2021;arquivo;13.94;0.6
1432;11/05/2021;PP COLORIDO;43.61;1.5
1433;11/05/2021;vidro;4.8;1
1434;11/05/2021;arquivo;8.8;0.6
1435;11/05/2021;ferro;28.37;1.2
1436;11/05/2021;papelão;18.3;0.7
1437;11/05/2021;arquivo;30.24;0.6
1438;11/05/2021;papelão;13.67;0.7
1439;11/05/2021;aço;1.88;5.5
1440;11/05/2021;arquivo;27.49;0.6
1441;11/05/2021;PP CRISTAL;28.95;2.9
1442;11/05/2021;óleo;40.12;1.6
1443;11/05/2021;bloco;23;7.4
1444;12/05/2021;óleo;22.49;1.6
1445;12/05/2021;bloco;12.51;7.4
1446;12/05/2021;PET PEAD;5.88;2.6
1447;12/05/2021;vidro;4.29;1
1448;12/05/2021;bateria;12.2;5.9
1449;12/05/2021;latinha;24.51;7.1
1450;12/05/2021;PET PEAD;23.02;2.6
1451;12/05/2021;bloco;48.13;7.4
1452;12/05/2021;PP COLORIDO;37.34;1.5
1453;12/05/2021;PP PRETO;37.9;1.5
1454;12/05/2021;PET PEAD;23.01;2.6
1455;12/05/2021;cobre;37.3;40.9
1456;12/05/2021;aluminio;30.45;6.6
1457;12/05/2021;latinha;7.39;7.1
1458;12/05/2021;óleo;8.73;1.6
1459;12/05/2021;aluminio;1.42;6.6
1460;12/05/2021;arquivo;25.45;0.6
1461;12/05/2021;aço;12.38;5.5
1462;12/05/2021;PP PRETO;42.65;1.5
1463;12/05/2021;papelão;6.24;0.7
1464;12/05/2021;bloco;29.34;7.4
1465;12/05/2021;aluminio;42.11;6.6
1466;12/05/2021;chumbo;46.6;9
1467;12/05/2021;vidro;25.04;1
1468;13/05/2021;chumbo;18.53;9
1469;13/05/2021;vidro;44.01;1
1470;13/05/2021;PP COLORIDO;26.19;1.5
1471;13/05/2021;óleo;39.88;1.6
1472;13/05/2021;arquivo;22.52;0.6
1473;13/05/2021;aluminio;23.44;6.6
1474;13/05/2021;PP BRANCO;49.64;1.8
1475;13/05/2021;cobre;6.32;40.9
1476;13/05/2021;alto impacto;5.81;1
1477;13/05/2021;aço;12.44;5.5
1478;13/05/2021;PP PRETO;6.28;1.5
1479;13/05/2021;arquivo;38.75;0.6
1480;13/05/2021;placa eletronica;8.36;41.5
1481;13/05/2021;ferro;14.53;1.2
1482;13/05/2021;PP PRETO;47.73;1.5
1483;13/05/2021;papelão;43.85;0.7
1484;13/05/2021;PET PEAD;32.97;2.6
1485;13/05/2021;placa eletronica;31.38;41.5
1486;13/05/2021;bloco;21.38;7.4
1487;13/05/2021;latinha;14.7;7.1
1488;14/05/2021;PP CRISTAL;22.71;2.9
1489;14/05/2021;PP COLORIDO;26.35;1.5
1490;14/05/2021;ferro;3.84;1.2
1491;14/05/2021;PP COLORIDO;35.41;1.5
1492;14/05/2021;vidro;4.22;1
1493;14/05/2021;ferro;46.35;1.2
1494;14/05/2021;óleo;23.36;1.6
1495;14/05/2021;papelão;0.45;0.7
1496;14/05/2021;bloco;23.67;7.4
1497;14/05/2021;bloco;5.2;7.4
1498;14/05/2021;aço;27.8;5.5
1499;14/05/2021;cobre;15.51;40.9
1500;14/05/2021;PP COLORIDO;36.2;1.5
1501;14/05/2021;ferro;47.52;1.2
1502;14/05/2021;vidro;33.15;1
1503;14/05/2021;vidro;43.5;1
1504;14/05/2021;placa eletronica;29.49;41.5
1505;14/05/2021;aço;45.24;5.5
1506;17/05/2021;chumbo;11.83;9
1507;17/05/2021;PP PRETO;33.44;1.5
1508;17/05/2021;ferro;17.14;1.2
1509;17/05/2021;PP PRETO;3.38;1.5
1510;17/05/2021;alto impacto;7.57;1
1511;17/05/2021;PET PEAD;48.5;2.6
1512;17/05/2021;PP COLORIDO;31.69;1.5
1513;17/05/2021;PP CRISTAL;36.45;2.9
1514;17/05/2021;aço;18.75;5.5
1515;17/05/2021;bloco;42.18;7.4
1516;17/05/2021;aluminio;33.34;6.6
1517;17/05/2021;arquivo;22.8;0.6
1518;17/05/2021;bateria;47.64;5.9
1519;17/05/2021;papelão;19.15;0.7
1520;17/05/2021;ferro;14.91;1.2
1521;17/05/2021;vidro;48.09;1
1522;17/05/2021;vidro;43.87;1
1523;17/05/2021;PP COLORIDO;46.23;1.5
1524;17/05/2021;arquivo;10.23;0.6
1525;17/05/2021;alto impacto;6.62;1
1526;17/05/2021;chumbo;35.27;9
1527;17/05/2021;alto impacto;16.29;1
1528;17/05/2021;bloco;3.63;7.4
1529;17/05/2021;PET PEAD;33.21;2.6
1530;17/05/2021;bateria;3.7;5.9
1531;18/05/2021;PP PRETO;16.23;1.5
1532;18/05/2021;PP COLORIDO;32.12;1.5
1533;18/05/2021;PP COLORIDO;8.19;1.5
1534;18/05/2021;aço;36.71;5.5
1535;18/05/2021;vidro;18.41;1
1536;18/05/2021;PET PEAD;2.61;2.6
1537;18/05/2021;arquivo;20.86;0.6
1538;18/05/2021;PET PEAD;14.47;2.6
1539;18/05/2021;papelão;19.18;0.7
1540;18/05/2021;PP COLORIDO;18.96;1.5
1541;18/05/2021;placa eletronica;14.48;41.5
1542;18/05/2021;latinha;37.19;7.1
1543;18/05/2021;cobre;48.25;40.9
1544;18/05/2021;bateria;10.9;5.9
1545;18/05/2021;aluminio;16.4;6.6
1546;18/05/2021;papelão;48.58;0.7
1547;18/05/2021;óleo;42.18;1.6
1548;18/05/2021;placa eletronica;28.36;41.5
1549;18/05/2021;PP COLORIDO;3.64;1.5
1550;18/05/2021;PP COLORIDO;9.27;1.5
1551;18/05/2021;óleo;8.59;1.6
1552;19/05/2021;PP BRANCO;46.12;1.8
1553;19/05/2021;ferro;27.92;1.2
1554;19/05/2021;chumbo;12;9
1555;19/05/2021;placa eletronica;42.7;41.5
1556;19/05/2021;arquivo;4.97;0.6
1557;19/05/2021;PP BRANCO;26.05;1.8
1558;19/05/2021;alto impacto;7.39;1
1559;19/05/2021;cobre;8.89;40.9
1560;19/05/2021;alto impacto;15.38;1
1561;20/05/2021;alto impacto;34.75;1
1562;20/05/2021;latinha;6.68;7.1
1563;20/05/2021;óleo;12.1;1.6
1564;20/05/2021;óleo;3.61;1.6
1565;20/05/2021;alto impacto;2.14;1
1566;20/05/2021;aço;46.86;5.5
1567;20/05/2021;PET PEAD;36.86;2.6
1568;20/05/2021;PP PRETO;14.94;1.5
1569;20/05/2021;latinha;27.97;7.1
1570;21/05/2021;bateria;42.37;5.9
1571;21/05/2021;chumbo;11.02;9
1572;21/05/2021;bloco;11.79;7.4
1573;21/05/2021;PP CRISTAL;30.08;2.9
1574;21/05/2021;ferro;26.46;1.2
1575;21/05/2021;bloco;14.93;7.4
1576;21/05/2021;PP CRISTAL;46.72;2.9
1577;21/05/2021;ferro;7.63;1.2
1578;21/05/2021;bloco;34.13;7.4
1579;21/05/2021;placa eletronica;31.92;41.5
1580;21/05/2021;chumbo;18.35;9
1581;21/05/2021;PP BRANCO;33.98;1.8
1582;21/05/2021;vidro;19.76;1
1583;21/05/2021;bateria;4.11;5.9
1584;21/05/2021;papelão;34.48;0.7
1585;21/05/2021;chumbo;33.72;9
1586;21/05/2021;aluminio;20.45;6.6
1587;21/05/2021;bloco;38.1;7.4
1588;24/05/2021;PP PRETO;17.61;1.5
1589;24/05/2021;aluminio;45.33;6.6
1590;24/05/2021;latinha;17.96;7.1
1591;24/05/2021;aluminio;13.14;6.6
1592;24/05/2021;placa eletronica;4.98;41.5
1593;24/05/2021;alto impacto;1.19;1
1594;24/05/2021;PP CRISTAL;16.8;2.9
1595;24/05/2021;PET PEAD;0.82;2.6
1596;24/05/2021;PP BRANCO;43.22;1.8
1597;24/05/2021;aço;24.91;5.5
1598;24/05/2021;PP PRETO;43.24;1.5
1599;24/05/2021;latinha;32.96;7.1
1600;24/05/2021;ferro;43.44;1.2
1601;24/05/2021;placa eletronica;10.94;41.5
1602;25/05/2021;latinha;23.04;7.1
1603;25/05/2021;PET PEAD;6.78;2.6
1604;25/05/2021;papelão;35.86;0.7
1605;25/05/2021;chumbo;15.42;9
1606;25/05/2021;PET PEAD;26.06;2.6
1607;25/05/2021;ferro;24.78;1.2
1608;25/05/2021;PP COLORIDO;6.63;1.5
1609;25/05/2021;chumbo;39.06;9
1610;25/05/2021;PP CRISTAL;40.08;2.9
1611;25/05/2021;bateria;40.37;5.9
1612;26/05/2021;PP CRISTAL;34.41;2.9
1613;26/05/2021;bloco;39.96;7.4
1614;26/05/2021;aluminio;31.18;6.6
1615;27/05/2021;aluminio;37.09;6.6
1616;27/05/2021;PP PRETO;22.71;1.5
1617;27/05/2021;bloco;5.51;7.4
1618;27/05/2021;aço;2.3;5.5
1619;27/05/2021;bateria;48.44;5.9
1620;28/05/2021;cobre;18.23;40.9
1621;28/05/2021;cobre;19.45;40.9
1622;28/05/2021;PP BRANCO;42.41;1.8
1623;28/05/2021;papelão;12.66;0.7
1624;28/05/2021;alto impacto;10.45;1
1625;31/05/2021;aluminio;22.33;6.6
1626;31/05/2021;ferro;5.62;1.2
1627;31/05/2021;PP CRISTAL;18.51;2.9
1628;31/05/2021;PET PEAD;47.82;2.6
1629;31/05/2021;vidro;35.63;1
1630;31/05/2021;bloco;1.67;7.4
1631;31/05/2021;cobre;32.53;40.9
1632;31/05/2021;ferro;23.52;1.2
1633;31/05/2021;papelão;32.99;0.7
1634;31/05/2021;bloco;41.13;7.4
1635;31/05/2021;cobre;43.07;40.9
1636;31/05/2021;papelão;10.65;0.7
1637;31/05/2021;papelão;31.47;0.7
1638;31/05/2021;PP COLORIDO;26.25;1.5
1639;31/05/2021;PP CRISTAL;49.61;2.9
1640;31/05/2021;PET PEAD;5.95;2.6
1641;31/05/2021;PP COLORIDO;25.42;1.5
1642;31/05/2021;ferro;49.93;1.2
1643;31/05/2021;PP PRETO;42.06;1.5
1644;31/05/2021;PP PRETO;4.98;1.5
1645;31/05/2021;PET PEAD;11.44;2.6
1646;01/06/2021;cobre;33.54;43.1
1647;01/06/2021;arquivo;10.79;0.7
1648;01/06/2021;chumbo;27.81;8.5
1649;01/06/2021;alto impacto;17.99;1.1
1650;01/06/2021;arquivo;47.32;0.7
1651;01/06/2021;aluminio;21.54;6.2
1652;01/06/2021;PP CRISTAL;28.42;3.2
1653;01/06/2021;bateria;14.33;6.3
1654;01/06/2021;bloco;17.64;7.8
1655;01/06/2021;óleo;14.33;1.7
1656;01/06/2021;PP BRANCO;0.27;1.9
1657;01/06/2021;bateria;7.82;6.3
1658;01/06/2021;PP COLORIDO;39.96;1.6
1659;02/06/2021;bloco;20.69;7.8
1660;02/06/2021;chumbo;29.86;8.5
1661;02/06/2021;bateria;43.78;6.3
1662;02/06/2021;placa eletronica;26.34;38.9
1663;02/06/2021;aluminio;47.04;6.2
1664;02/06/2021;papelão;47.45;0.8
1665;02/06/2021;PET PEAD;27.32;2.7
1666;02/06/2021;aço;48.67;5.8
1667;02/06/2021;vidro;34.6;1
1668;02/06/2021;ferro;33.39;1.1
1669;02/06/2021;ferro;38.68;1.1
1670;02/06/2021;aço;17.49;5.8
1671;02/06/2021;vidro;21.02;1
1672;02/06/2021;placa eletronica;40.84;38.9
1673;02/06/2021;PET PEAD;42.61;2.7
1674;02/06/2021;chumbo;45.64;8.5
1675;02/06/2021;aço;49.43;5.8
1676;02/06/2021;arquivo;31.04;0.7
1677;02/06/2021;placa eletronica;26.99;38.9
1678;02/06/2021;latinha;18.59;6.7
1679;02/06/2021;óleo;31.64;1.7
1680;02/06/2021;ferro;10.92;1.1
1681;02/06/2021;PP PRETO;13.49;1.6
1682;03/06/2021;óleo;13.21;1.7
1683;03/06/2021;PP CRISTAL;3.85;3.2
1684;03/06/2021;óleo;31.06;1.7
1685;03/06/2021;PET PEAD;35.58;2.7
1686;03/06/2021;chumbo;47;8.5
1687;03/06/2021;chumbo;31.42;8.5
1688;03/06/2021;papelão;6.48;0.8
1689;03/06/2021;bateria;10.87;6.3
1690;03/06/2021;placa eletronica;24.34;38.9
1691;03/06/2021;PP BRANCO;48.6;1.9
1692;03/06/2021;óleo;33.72;1.7
1693;03/06/2021;PP CRISTAL;6.76;3.2
1694;03/06/2021;óleo;4.55;1.7
1695;03/06/2021;arquivo;20.39;0.7
1696;03/06/2021;PP BRANCO;48.08;1.9
1697;03/06/2021;alto impacto;14.13;1.1
1698;03/06/2021;bloco;26.97;7.8
1699;03/06/2021;PP PRETO;43.64;1.6
1700;03/06/2021;alto impacto;35.72;1.1
1701;03/06/2021;PP PRETO;15.18;1.6
1702;03/06/2021;arquivo;27.25;0.7
1703;03/06/2021;PP PRETO;1.19;1.6
1704;04/06/2021;PP COLORIDO;2.98;1.6
1705;04/06/2021;bloco;2.1;7.8
1706;04/06/2021;chumbo;9.04;8.5
1707;04/06/2021;arquivo;27.04;0.7
1708;04/06/2021;PP PRETO;11.01;1.6
1709;04/06/2021;cobre;9.38;43.1
1710;07/06/2021;PP PRETO;9.71;1.6
1711;07/06/2021;aluminio;1.15;6.2
1712;07/06/2021;aluminio;23.74;6.2
1713;07/06/2021;placa eletronica;22.98;38.9
1714;07/06/2021;ferro;4.43;1.1
1715;07/06/2021;PP CRISTAL;27.2;3.2
1716;07/06/2021;ferro;25.78;1.1
1717;07/06/2021;PET PEAD;37.47;2.7
1718;07/06/2021;PP PRETO;7.67;1.6
1719;07/06/2021;aluminio;19.29;6.2
1720;07/06/2021;latinha;12.6;6.7
1721;07/06/2021;bloco;23.38;7.8
1722;07/06/2021;PP COLORIDO;35.63;1.6
1723;07/06/2021;PET PEAD;17.89;2.7
1724;07/06/2021;alto impacto;48.98;1.1
1725;07/06/2021;PET PEAD;46.37;2.7
1726;07/06/2021;PP CRISTAL;0.17;3.2
1727;07/06/2021;cobre;18.87;43.1
1728;07/06/2021;PP CRISTAL;41.74;3.2
1729;07/06/2021;aço;1.97;5.8
1730;07/06/2021;bateria;18.39;6.3
1731;08/06/2021;PP COLORIDO;42.14;1.6
1732;08/06/2021;bloco;16.41;7.8
1733;08/06/2021;chumbo;42.63;8.5
1734;09/06/2021;aço;0.27;5.8
1735;09/06/2021;aluminio;48.51;6.2
1736;09/06/2021;PP BRANCO;32.78;1.9
1737;09/06/2021;PET PEAD;18.21;2.7
1738;09/06/2021;óleo;16.59;1.7
1739;09/06/2021;PET PEAD;12.08;2.7
1740;09/06/2021;PET PEAD;3.33;2.7
1741;09/06/2021;PP BRANCO;20.69;1.9
1742;09/06/2021;aço;44.65;5.8
1743;09/06/2021;ferro;25.37;1.1
1744;10/06/2021;placa eletronica;4.06;38.9
1745;10/06/2021;latinha;16.42;6.7
1746;10/06/2021;óleo;6.93;1.7
1747;10/06/2021;bateria;26.92;6.3
1748;10/06/2021;bateria;12.57;6.3
1749;10/06/2021;aço;34.39;5.8
1750;10/06/2021;chumbo;31.42;8.5
1751;10/06/2021;latinha;45.17;6.7
1752;11/06/2021;arquivo;23.15;0.7
1753;11/06/2021;aluminio;14.26;6.2
1754;11/06/2021;óleo;4.72;1.7
1755;11/06/2021;cobre;23.39;43.1
1756;11/06/2021;latinha;10.83;6.7
1757;11/06/2021;arquivo;39.82;0.7
1758;11/06/2021;PP BRANCO;2.2;1.9
1759;11/06/2021;ferro;17.32;1.1
1760;14/06/2021;chumbo;27.61;8.5
1761;14/06/2021;PP CRISTAL;8.96;3.2
1762;14/06/2021;chumbo;48.9;8.5
1763;14/06/2021;PP CRISTAL;27.41;3.2
1764;14/06/2021;vidro;29.9;1
1765;14/06/2021;placa eletronica;19.43;38.9
1766;14/06/2021;chumbo;8.82;8.5
1767;14/06/2021;papelão;8.7;0.8
1768;14/06/2021;cobre;8.86;43.1
1769;14/06/2021;latinha;49.62;6.7
1770;14/06/2021;placa eletronica;42.09;38.9
1771;14/06/2021;óleo;18.13;1.7
1772;14/06/2021;aço;30.85;5.8
1773;15/06/2021;alto impacto;1.74;1.1
1774;15/06/2021;PP BRANCO;48.89;1.9
1775;15/06/2021;ferro;35.06;1.1
1776;15/06/2021;latinha;6.19;6.7
1777;15/06/2021;placa eletronica;43.9;38.9
1778;15/06/2021;chumbo;40.45;8.5
1779;15/06/2021;latinha;4.67;6.7
1780;15/06/2021;PP BRANCO;33.44;1.9
1781;15/06/2021;vidro;38.07;1
1782;15/06/2021;cobre;48.87;43.1
1783;15/06/2021;óleo;32.52;1.7
1784;15/06/2021;cobre;6.62;43.1
1785;15/06/2021;aço;24.78;5.8
1786;15/06/2021;placa eletronica;38.23;38.9
1787;15/06/2021;placa eletronica;24.03;38.9
1788;15/06/2021;PET PEAD;28.54;2.7
1789;15/06/2021;papelão;18.98;0.8
1790;15/06/2021;vidro;37.22;1
1791;15/06/2021;cobre;35.41;43.1
1792;15/06/2021;bloco;18.52;7.8
1793;15/06/2021;PP PRETO;41.84;1.6
1794;15/06/2021;ferro;46.66;1.1
1795;15/06/2021;PP PRETO;21.88;1.6
1796;15/06/2021;bloco;7.25;7.8
1797;15/06/2021;papelão;25.82;0.8
1798;15/06/2021;alto impacto;41.19;1.1
1799;15/06/2021;óleo;8.4;1.7
1800;15/06/2021;aluminio;28.49;6.2
1801;16/06/2021;alto impacto;21.68;1.1
1802;16/06/2021;PET PEAD;13.31;2.7
1803;17/06/2021;bateria;41.32;6.3
1804;17/06/2021;alto impacto;34.8;1.1
1805;17/06/2021;PP CRISTAL;44.73;3.2
1806;17/06/2021;aço;28.55;5.8
1807;17/06/2021;PP BRANCO;40.09;1.9
1808;17/06/2021;ferro;16.45;1.1
1809;17/06/2021;PP BRANCO;5.59;1.9
1810;17/06/2021;papelão;44.29;0.8
1811;17/06/2021;PP CRISTAL;9.98;3.2
1812;17/06/2021;arquivo;4.35;0.7
1813;17/06/2021;PP COLORIDO;41.57;1.6
1814;17/06/2021;papelão;6.04;0.8
1815;17/06/2021;bloco;2.91;7.8
1816;17/06/2021;aluminio;43.91;6.2
1817;17/06/2021;alto impacto;35.44;1.1
1818;17/06/2021;bateria;22.29;6.3
1819;17/06/2021;arquivo;45.04;0.7
1820;17/06/2021;alto impacto;21.9;1.1
1821;18/06/2021;PP CRISTAL;24.45;3.2
1822;18/06/2021;óleo;2.91;1.7
1823;18/06/2021;aluminio;48.85;6.2
1824;18/06/2021;PP PRETO;11.72;1.6
1825;21/06/2021;vidro;47.18;1
1826;21/06/2021;óleo;27.47;1.7
1827;21/06/2021;PET PEAD;13.17;2.7
1828;21/06/2021;latinha;25.1;6.7
1829;21/06/2021;PET PEAD;18.62;2.7
1830;21/06/2021;óleo;13.25;1.7
1831;22/06/2021;óleo;20.62;1.7
1832;22/06/2021;ferro;43.47;1.1
1833;22/06/2021;papelão;14.49;0.8
1834;22/06/2021;vidro;29.36;1
1835;22/06/2021;aluminio;15.88;6.2
1836;22/06/2021;arquivo;20.47;0.7
1837;22/06/2021;cobre;3.57;43.1
1838;22/06/2021;PET PEAD;36.53;2.7
1839;22/06/2021;ferro;32.29;1.1
1840;22/06/2021;PP PRETO;26.65;1.6
1841;22/06/2021;aluminio;28.99;6.2
1842;22/06/2021;arquivo;13.33;0.7
1843;22/06/2021;PP BRANCO;28.49;1.9
1844;22/06/2021;PP COLORIDO;43.38;1.6
1845;22/06/2021;bloco;7.79;7.8
1846;22/06/2021;PET PEAD;35.47;2.7
1847;22/06/2021;vidro;9.78;1
1848;22/06/2021;bateria;48.36;6.3
1849;22/06/2021;óleo;16;1.7
1850;22/06/2021;arquivo;8.74;0.7
1851;23/06/2021;PP BRANCO;20.55;1.9
1852;23/06/2021;bloco;47.98;7.8
1853;23/06/2021;cobre;49.09;43.1
1854;23/06/2021;papelão;22.57;0.8
1855;23/06/2021;aço;5.54;5.8
1856;24/06/2021;bateria;34.94;6.3
1857;24/06/2021;bloco;48.06;7.8
1858;24/06/2021;bloco;40.98;7.8
1859;24/06/2021;ferro;32.65;1.1
1860;24/06/2021;placa eletronica;40.08;38.9
1861;24/06/2021;aço;39.16;5.8
1862;24/06/2021;óleo;2.54;1.7
1863;24/06/2021;cobre;15.2;43.1
1864;24/06/2021;cobre;17.41;43.1
1865;24/06/2021;PP PRETO;16.51;1.6
1866;24/06/2021;óleo;37.84;1.7
1867;24/06/2021;aço;40.95;5.8
1868;25/06/2021;PP PRETO;15.54;1.6
1869;25/06/2021;aço;24.12;5.8
1870;25/06/2021;PP CRISTAL;28.62;3.2
1871;25/06/2021;latinha;40.45;6.7
1872;25/06/2021;PP CRISTAL;2.21;3.2
1873;25/06/2021;vidro;7.3;1
1874;25/06/2021;óleo;39.95;1.7
1875;25/06/2021;ferro;48.97;1.1
1876;25/06/2021;chumbo;28.3;8.5
1877;25/06/2021;PET PEAD;9.52;2.7
1878;25/06/2021;aluminio;0.63;6.2
1879;25/06/2021;ferro;20.53;1.1
1880;25/06/2021;latinha;34.17;6.7
1881;25/06/2021;aço;24.72;5.8
1882;25/06/2021;cobre;40.58;43.1
1883;25/06/2021;PP PRETO;13;1.6
1884;28/06/2021;chumbo;24.26;8.5
1885;28/06/2021;placa eletronica;28.45;38.9
1886;28/06/2021;PP COLORIDO;4.53;1.6
1887;28/06/2021;óleo;37.67;1.7
1888;29/06/2021;bateria;42.7;6.3
1889;29/06/2021;arquivo;42.79;0.7
1890;29/06/2021;óleo;3.29;1.7
1891;29/06/2021;bloco;42.59;7.8
1892;29/06/2021;PET PEAD;31.58;2.7
1893;29/06/2021;latinha;16.84;6.7
1894;29/06/2021;PP BRANCO;21.93;1.9
1895;29/06/2021;alto impacto;30.5;1.1
1896;29/06/2021;cobre;13.17;43.1
1897;29/06/2021;vidro;5.18;1
1898;29/06/2021;bloco;38.49;7.8
1899;29/06/2021;placa eletronica;12.48;38.9
1900;29/06/2021;PP COLORIDO;15.52;1.6
1901;29/06/2021;cobre;40.58;43.1
1902;29/06/2021;papelão;49.26;0.8
1903;30/06/2021;placa eletronica;7.94;38.9
1904;30/06/2021;aço;43.88;5.8
1905;30/06/2021;latinha;1.65;6.7
1906;30/06/2021;latinha;7.47;6.7
1907;30/06/2021;óleo;36.9;1.7
1908;30/06/2021;aluminio;44.92;6.2
1909;30/06/2021;PET PEAD;24.37;2.7
1910;30/06/2021;vidro;6.05;1
1911;30/06/2021;placa eletronica;6.46;38.9
1912;30/06/2021;latinha;11.63;6.7
1913;30/06/2021;latinha;45.01;6.7
1914;30/06/2021;chumbo;15.88;8.5
1915;30/06/2021;PP CRISTAL;43.3;3.2
1916;30/06/2021;óleo;9.49;1.7
1917;30/06/2021;chumbo;49.76;8.5
1918;01/07/2021;bateria;8.03;5.9
1919;01/07/2021;alto impacto;41.01;1.1
1920;02/07/2021;bloco;27.31;8.3
